Number,Date,Hour,Store,Sales,Total,Card
9299,2012-01-01,16:22,El Paso,Toys,74.93,Cash
9300,2012-01-01,16:22,Bakersfield,Pet Supplies,451.68,Visa
9301,2012-01-01,16:22,Greensboro,Cameras,470.25,MasterCard
9302,2012-01-01,16:22,Austin,Health and Beauty,118.31,Discover
9303,2012-01-01,16:22,Santa Ana,Cameras,89.28,MasterCard
9304,2012-01-01,16:22,Omaha,DVDs,123.57,Cash
9305,2012-01-01,16:22,Milwaukee,Men's Clothing,435.9,MasterCard
9306,2012-01-01,16:22,Omaha,DVDs,102.74,Visa
9307,2012-01-01,16:22,Tucson,Baby,485.7,Amex
9308,2012-01-01,16:22,Jacksonville,DVDs,56.06,Visa
9309,2012-01-01,16:22,Omaha,Music,457.92,MasterCard
9310,2012-01-01,16:23,Phoenix,Toys,278.97,Discover
9311,2012-01-01,16:23,Virginia Beach,Health and Beauty,76.05,Amex
9312,2012-01-01,16:23,Nashville,Women's Clothing,108.88,MasterCard
9313,2012-01-01,16:23,Irvine,Sporting Goods,17.18,Cash
9314,2012-01-01,16:23,St. Louis,Consumer Electronics,177.19,Amex
9315,2012-01-01,16:23,New Orleans,Women's Clothing,197.19,Visa
9316,2012-01-01,16:23,Laredo,Crafts,316.64,MasterCard
9317,2012-01-01,16:23,Kansas City,CDs,381,Discover
9318,2012-01-01,16:23,Birmingham,Health and Beauty,343.85,Discover
9319,2012-01-01,16:23,Raleigh,Baby,338.4,Visa
9320,2012-01-01,16:23,Corpus Christi,Music,377.86,Amex
9321,2012-01-01,16:23,Henderson,Health and Beauty,21.97,MasterCard
9322,2012-01-01,16:23,Tucson,Crafts,47.42,Amex
9323,2012-01-01,16:24,Miami,Consumer Electronics,483.41,Cash
9324,2012-01-01,16:24,Denver,Pet Supplies,33.01,Discover
9325,2012-01-01,16:24,Cleveland,CDs,245.16,Amex
9326,2012-01-01,16:24,Riverside,Toys,463.04,Visa
9327,2012-01-01,16:24,Fort Worth,DVDs,454.63,Visa
9328,2012-01-01,16:24,Fort Worth,Men's Clothing,229.3,Discover
9329,2012-01-01,16:24,Gilbert,Consumer Electronics,428.81,Cash
9330,2012-01-01,16:24,Oakland,Sporting Goods,382.87,Cash
9331,2012-01-01,16:24,Newark,Consumer Electronics,385.7,Cash
9332,2012-01-01,16:24,Boise,Consumer Electronics,397.22,Amex
9333,2012-01-01,16:24,Tucson,Sporting Goods,159.69,Discover
9334,2012-01-01,16:24,Richmond,Cameras,352.43,Discover
9335,2012-01-01,16:24,Fremont,Video Games,371.25,Discover
9336,2012-01-01,16:24,Cleveland,Music,145.08,Visa
9337,2012-01-01,16:24,Richmond,Music,326.04,Visa
9338,2012-01-01,16:24,Pittsburgh,Men's Clothing,65.24,Cash
9339,2012-01-01,16:24,San Jose,Books,233.09,Amex
9340,2012-01-01,16:24,Oklahoma City,Health and Beauty,308.46,Discover
9341,2012-01-01,16:24,Mesa,Men's Clothing,226.14,Amex
9342,2012-01-01,16:24,Jersey City,Children's Clothing,448.13,Discover
9343,2012-01-01,16:24,Saint Paul,Cameras,426.95,MasterCard
9344,2012-01-01,16:25,Aurora,Music,257.56,Amex
9345,2012-01-01,16:25,Chula Vista,CDs,365.04,Cash
9346,2012-01-01,16:25,Baton Rouge,Men's Clothing,239.77,Amex
9347,2012-01-01,16:25,Chula Vista,Toys,301.58,Cash
9348,2012-01-01,16:25,Stockton,Men's Clothing,51.87,Amex
9349,2012-01-01,16:25,Houston,Consumer Electronics,33.83,Visa
9350,2012-01-01,16:25,Boise,Sporting Goods,278.4,MasterCard
9351,2012-01-01,16:25,Phoenix,Computers,428.64,Cash
9352,2012-01-01,16:25,Charlotte,Video Games,481.43,Discover
9353,2012-01-01,16:25,Las Vegas,Children's Clothing,494.04,MasterCard
9354,2012-01-01,16:25,Gilbert,Books,69.49,Cash
9355,2012-01-01,16:25,Fort Wayne,Crafts,115.51,Cash
9356,2012-01-01,16:25,Henderson,Music,316.97,MasterCard
9357,2012-01-01,16:25,Seattle,Computers,295.48,Discover
9358,2012-01-01,16:25,Anaheim,Video Games,454.17,Discover
9359,2012-01-01,16:25,Buffalo,Men's Clothing,258.75,Visa
9360,2012-01-01,16:25,St. Louis,Video Games,231.22,MasterCard
9361,2012-01-01,16:25,Honolulu,Music,69.52,Discover
9362,2012-01-01,16:25,Miami,Crafts,299.31,Discover
9363,2012-01-01,16:25,Fremont,Cameras,26.24,Cash
9364,2012-01-01,16:25,Charlotte,Crafts,428.43,Cash
9365,2012-01-01,16:25,Scottsdale,Toys,221.66,MasterCard
9366,2012-01-01,16:25,Memphis,Men's Clothing,376.72,Amex
9367,2012-01-01,16:26,Birmingham,DVDs,495.99,Discover
9368,2012-01-01,16:26,Pittsburgh,Computers,487.46,Discover
9369,2012-01-01,16:26,New Orleans,Sporting Goods,50.29,Amex
9370,2012-01-01,16:26,Stockton,Garden,301.14,Cash
9371,2012-01-01,16:26,Seattle,CDs,377.91,Cash
9372,2012-01-01,16:26,Newark,Toys,426.91,Cash
9373,2012-01-01,16:26,Spokane,Children's Clothing,153.94,MasterCard
9374,2012-01-01,16:26,Winston–Salem,Music,163.65,Discover
9375,2012-01-01,16:26,New York,Music,246.12,Cash
9376,2012-01-01,16:26,San Bernardino,Women's Clothing,448.32,MasterCard
9377,2012-01-01,16:26,Boston,Computers,188.18,Discover
9378,2012-01-01,16:26,Boise,Books,169.29,Amex
9379,2012-01-01,16:26,Chula Vista,Music,38.71,MasterCard
9380,2012-01-01,16:26,Irving,Baby,211.85,Discover
9381,2012-01-01,16:26,Jersey City,DVDs,102.1,Amex
9382,2012-01-01,16:26,Plano,Crafts,437.43,Visa
9383,2012-01-01,16:26,San Jose,Health and Beauty,475.22,Amex
9384,2012-01-01,16:26,Mesa,Computers,24.63,Amex
9385,2012-01-01,16:27,Jersey City,Women's Clothing,198.64,MasterCard
9386,2012-01-01,16:27,Columbus,Pet Supplies,433.21,Amex
9387,2012-01-01,16:27,Glendale,Cameras,387,Visa
9388,2012-01-01,16:27,Tampa,Garden,267.27,MasterCard
9389,2012-01-01,16:27,St. Louis,Music,158.09,MasterCard
9390,2012-01-01,16:27,Orlando,Crafts,445.83,Cash
9391,2012-01-01,16:27,Cincinnati,Toys,460.44,Discover
9392,2012-01-01,16:27,Louisville,Health and Beauty,294.42,MasterCard
9393,2012-01-01,16:27,Louisville,Books,461.77,MasterCard
9394,2012-01-01,16:27,Wichita,Health and Beauty,80.42,Amex
9395,2012-01-01,16:27,Philadelphia,Children's Clothing,497.19,Visa
9396,2012-01-01,16:27,Oklahoma City,Women's Clothing,31.19,Cash
9397,2012-01-01,16:27,Chandler,Health and Beauty,422.76,Discover
9398,2012-01-01,16:27,Portland,Toys,59.4,Discover
9399,2012-01-01,16:27,Tucson,Consumer Electronics,410.53,Cash
9400,2012-01-01,16:27,Anchorage,DVDs,215.11,Amex
9401,2012-01-01,16:27,Charlotte,Men's Clothing,72.48,Amex
9402,2012-01-01,16:27,Detroit,DVDs,85.55,Discover
9403,2012-01-01,16:27,Kansas City,DVDs,9.52,Amex
9404,2012-01-01,16:27,Portland,Computers,111.34,Cash
9405,2012-01-01,16:27,Austin,Men's Clothing,168.1,Cash
9406,2012-01-01,16:27,Albuquerque,Children's Clothing,95.71,Cash
9407,2012-01-01,16:27,Chandler,Computers,360.96,Amex
9408,2012-01-01,16:28,Chesapeake,Pet Supplies,41.22,MasterCard
9409,2012-01-01,16:28,Houston,Baby,157.65,Discover
9410,2012-01-01,16:28,Houston,Sporting Goods,216.23,Amex
9411,2012-01-01,16:28,Milwaukee,Video Games,234.67,Amex
9412,2012-01-01,16:28,Fort Worth,Garden,477.2,Amex
9413,2012-01-01,16:28,Riverside,Health and Beauty,384.62,Amex
9414,2012-01-01,16:28,Fort Wayne,Computers,420.02,Visa
9415,2012-01-01,16:28,Fort Wayne,Toys,325.71,Amex
9416,2012-01-01,16:28,Albuquerque,Children's Clothing,65.89,Discover
9417,2012-01-01,16:28,Plano,Cameras,441.31,MasterCard
9418,2012-01-01,16:28,Irving,Pet Supplies,330.49,Visa
9419,2012-01-01,16:28,Scottsdale,Computers,499.27,Visa
9420,2012-01-01,16:28,Scottsdale,Baby,312.54,Discover
9421,2012-01-01,16:28,Winston–Salem,Toys,118.06,Discover
9422,2012-01-01,16:28,Wichita,Health and Beauty,210.82,Cash
9423,2012-01-01,16:28,Lexington,Books,223.83,Cash
9424,2012-01-01,16:28,St. Louis,Pet Supplies,366.07,Cash
9425,2012-01-01,16:28,San Francisco,Children's Clothing,59.49,Amex
9426,2012-01-01,16:28,Dallas,Video Games,134.79,Discover
9427,2012-01-01,16:29,El Paso,Pet Supplies,8.08,Cash
9428,2012-01-01,16:29,Las Vegas,Toys,293.47,Amex
9429,2012-01-01,16:29,Scottsdale,Toys,59.85,Amex
9430,2012-01-01,16:29,Kansas City,Women's Clothing,378.46,Cash
9431,2012-01-01,16:29,Pittsburgh,Children's Clothing,17.48,Amex
9432,2012-01-01,16:29,Baton Rouge,Music,344.28,Amex
9433,2012-01-01,16:29,Toledo,Sporting Goods,424.01,Cash
9434,2012-01-01,16:29,Durham,Pet Supplies,322.78,Amex
9435,2012-01-01,16:29,San Jose,Video Games,112.35,Visa
9436,2012-01-01,16:29,Mesa,DVDs,285.76,Visa
9437,2012-01-01,16:29,Sacramento,Computers,150.78,Amex
9438,2012-01-01,16:29,Albuquerque,DVDs,371.01,Amex
9439,2012-01-01,16:29,Arlington,Garden,361.04,Amex
9440,2012-01-01,16:29,Houston,Music,303.96,MasterCard
9441,2012-01-01,16:29,Omaha,Books,113.47,Amex
9442,2012-01-01,16:29,Tampa,Children's Clothing,336.05,Cash
9443,2012-01-01,16:30,Charlotte,DVDs,368.56,Visa
9444,2012-01-01,16:30,San Bernardino,Garden,410.83,Cash
9445,2012-01-01,16:30,San Bernardino,Computers,297.33,Amex
9446,2012-01-01,16:30,Sacramento,Computers,451.41,Amex
9447,2012-01-01,16:30,Richmond,Books,135.85,Cash
9448,2012-01-01,16:30,Louisville,Garden,435.89,Visa
9449,2012-01-01,16:30,Gilbert,DVDs,146.92,Visa
9450,2012-01-01,16:30,El Paso,Pet Supplies,106.77,MasterCard
9451,2012-01-01,16:30,Boise,Health and Beauty,84,Discover
9452,2012-01-01,16:30,Seattle,Books,216.83,Cash
9453,2012-01-01,16:30,New York,DVDs,272.16,Discover
9454,2012-01-01,16:30,Boise,Cameras,57,Cash
9455,2012-01-01,16:30,Phoenix,Music,51.96,Amex
9456,2012-01-01,16:30,Colorado Springs,Baby,378.97,MasterCard
9457,2012-01-01,16:30,New Orleans,Music,336.28,Visa
9458,2012-01-01,16:30,Charlotte,Men's Clothing,400.79,Visa
9459,2012-01-01,16:30,Louisville,Video Games,229.74,Discover
9460,2012-01-01,16:30,Irvine,Health and Beauty,370.31,Visa
9461,2012-01-01,16:30,Orlando,Consumer Electronics,34.13,Visa
9462,2012-01-01,16:30,Fremont,Women's Clothing,303.49,MasterCard
9463,2012-01-01,16:30,Chesapeake,Music,372.18,Cash
9464,2012-01-01,16:30,Gilbert,Men's Clothing,331.04,Discover
9465,2012-01-01,16:30,Louisville,Garden,334.76,Discover
9466,2012-01-01,16:31,Houston,Consumer Electronics,266.31,Discover
9467,2012-01-01,16:31,Greensboro,Baby,247.25,Visa
9468,2012-01-01,16:31,Washington,Consumer Electronics,2.01,Cash
9469,2012-01-01,16:31,Reno,Pet Supplies,239.68,Visa
9470,2012-01-01,16:31,Greensboro,Men's Clothing,170.67,Cash
9471,2012-01-01,16:31,Tampa,Cameras,424.6,Amex
9472,2012-01-01,16:31,Omaha,Men's Clothing,451.29,MasterCard
9473,2012-01-01,16:31,Norfolk,Children's Clothing,463.35,MasterCard
9474,2012-01-01,16:31,Portland,Video Games,295.28,Amex
9475,2012-01-01,16:31,Seattle,Video Games,341.4,Discover
9476,2012-01-01,16:31,Sacramento,Toys,76.97,Amex
9477,2012-01-01,16:31,Memphis,Men's Clothing,310.19,MasterCard
9478,2012-01-01,16:31,Tucson,Music,18.71,Cash
9479,2012-01-01,16:31,Louisville,Cameras,283.43,MasterCard
9480,2012-01-01,16:31,Milwaukee,Books,310.79,Visa
9481,2012-01-01,16:31,Seattle,Men's Clothing,376.1,Amex
9482,2012-01-01,16:31,Oakland,Children's Clothing,414.38,Cash
9483,2012-01-01,16:31,Albuquerque,Garden,47.23,Discover
9484,2012-01-01,16:31,New York,Books,35.12,Visa
9485,2012-01-01,16:32,San Antonio,Toys,222.67,Visa
9486,2012-01-01,16:32,Cleveland,Crafts,404.83,Amex
9487,2012-01-01,16:32,Detroit,DVDs,231.75,Visa
9488,2012-01-01,16:32,Stockton,Baby,223,Cash
9489,2012-01-01,16:32,Raleigh,Computers,37.07,MasterCard
9490,2012-01-01,16:32,Rochester,Pet Supplies,272.61,Discover
9491,2012-01-01,16:32,Hialeah,Toys,76.16,Cash
9492,2012-01-01,16:32,Laredo,Music,328.5,Cash
9493,2012-01-01,16:32,Anchorage,Toys,198.08,Discover
9494,2012-01-01,16:32,Madison,Health and Beauty,301.15,MasterCard
9495,2012-01-01,16:32,Newark,Garden,425.17,Cash
9496,2012-01-01,16:32,North Las Vegas,Pet Supplies,299.7,MasterCard
9497,2012-01-01,16:32,Bakersfield,Cameras,234.56,MasterCard
9498,2012-01-01,16:32,Tampa,Sporting Goods,462.95,Visa
9499,2012-01-01,16:32,New Orleans,Men's Clothing,166.46,MasterCard
9500,2012-01-01,16:32,Chandler,Men's Clothing,206.41,Discover
9501,2012-01-01,16:32,Gilbert,Music,348.61,Discover
9502,2012-01-01,16:32,Orlando,Sporting Goods,65.93,Discover
9503,2012-01-01,16:32,Mesa,Cameras,313.82,Visa
9504,2012-01-01,16:32,Santa Ana,Books,44.58,Visa
9505,2012-01-01,16:32,New Orleans,Books,63.32,Visa
9506,2012-01-01,16:33,Sacramento,Garden,354.68,Discover
9507,2012-01-01,16:33,New York,Cameras,252.99,Discover
9508,2012-01-01,16:33,Hialeah,Computers,94.18,MasterCard
9509,2012-01-01,16:33,Reno,Pet Supplies,332.54,Discover
9510,2012-01-01,16:33,Denver,Sporting Goods,241.53,Visa
9511,2012-01-01,16:33,San Jose,CDs,430.98,Cash
9512,2012-01-01,16:33,Anaheim,Pet Supplies,490.68,Discover
9513,2012-01-01,16:33,Chicago,Women's Clothing,149.75,Discover
9514,2012-01-01,16:33,Winston–Salem,Books,165.16,Visa
9515,2012-01-01,16:33,Philadelphia,Men's Clothing,314.94,Cash
9516,2012-01-01,16:33,Houston,CDs,444.5,Visa
9517,2012-01-01,16:33,Irvine,Garden,145.04,Discover
9518,2012-01-01,16:33,Birmingham,Baby,226.12,Visa
9519,2012-01-01,16:33,New Orleans,Video Games,30.88,Visa
9520,2012-01-01,16:33,Irving,Cameras,305.67,Visa
9521,2012-01-01,16:33,Spokane,Women's Clothing,199.48,Amex
9522,2012-01-01,16:33,New York,DVDs,43.99,Amex
9523,2012-01-01,16:33,Portland,Crafts,244.07,MasterCard
9524,2012-01-01,16:33,Wichita,Crafts,419.49,MasterCard
9525,2012-01-01,16:33,St. Petersburg,Baby,418.15,Amex
9526,2012-01-01,16:33,San Jose,Men's Clothing,485.21,Amex
9527,2012-01-01,16:33,Tulsa,Pet Supplies,384.99,Cash
9528,2012-01-01,16:34,Colorado Springs,Books,22.51,Visa
9529,2012-01-01,16:34,Houston,Women's Clothing,315.31,Visa
9530,2012-01-01,16:34,Orlando,Consumer Electronics,494.99,Amex
9531,2012-01-01,16:34,Tucson,CDs,118.25,Visa
9532,2012-01-01,16:34,Sacramento,Consumer Electronics,120.78,Visa
9533,2012-01-01,16:34,Newark,Toys,271.24,Cash
9534,2012-01-01,16:34,Orlando,Children's Clothing,132.8,Discover
9535,2012-01-01,16:34,Louisville,Children's Clothing,165.3,Discover
9536,2012-01-01,16:34,Irvine,Crafts,11.84,Cash
9537,2012-01-01,16:34,Fort Wayne,Toys,51.66,Discover
9538,2012-01-01,16:34,New Orleans,CDs,325.33,Amex
9539,2012-01-01,16:34,San Antonio,Computers,212.18,Discover
9540,2012-01-01,16:34,Memphis,Consumer Electronics,403.77,Visa
9541,2012-01-01,16:34,Colorado Springs,Women's Clothing,250.57,Amex
9542,2012-01-01,16:34,Indianapolis,Cameras,157.61,MasterCard
9543,2012-01-01,16:34,Cleveland,Video Games,403.98,Cash
9544,2012-01-01,16:34,Madison,DVDs,408.12,Cash
9545,2012-01-01,16:34,Minneapolis,Garden,14.67,Amex
9546,2012-01-01,16:34,San Jose,Pet Supplies,257.86,Cash
9547,2012-01-01,16:34,Denver,Cameras,457.91,MasterCard
9548,2012-01-01,16:34,Tampa,Video Games,75.2,Discover
9549,2012-01-01,16:35,Fresno,Health and Beauty,411.29,MasterCard
9550,2012-01-01,16:35,Indianapolis,Video Games,476.54,Cash
9551,2012-01-01,16:35,Saint Paul,Consumer Electronics,477.54,Discover
9552,2012-01-01,16:35,Louisville,Toys,477.87,Visa
9553,2012-01-01,16:35,Indianapolis,Health and Beauty,123.36,Discover
9554,2012-01-01,16:35,Boston,Women's Clothing,269.76,Amex
9555,2012-01-01,16:35,Mesa,Health and Beauty,125.69,MasterCard
9556,2012-01-01,16:35,Durham,DVDs,173.64,MasterCard
9557,2012-01-01,16:35,Mesa,DVDs,309.19,Cash
9558,2012-01-01,16:35,Tucson,Sporting Goods,295.87,MasterCard
9559,2012-01-01,16:35,Oklahoma City,DVDs,109.04,Amex
9560,2012-01-01,16:35,San Francisco,Men's Clothing,245,Cash
9561,2012-01-01,16:35,Reno,Pet Supplies,64.71,MasterCard
9562,2012-01-01,16:35,Houston,DVDs,351.6,MasterCard
9563,2012-01-01,16:35,Atlanta,Video Games,153.63,Amex
9564,2012-01-01,16:35,Riverside,Consumer Electronics,109.2,Cash
9565,2012-01-01,16:35,Fremont,Music,128.78,Visa
9566,2012-01-01,16:35,Jersey City,Health and Beauty,169.29,Discover
9567,2012-01-01,16:35,Chicago,Sporting Goods,388.37,Amex
9568,2012-01-01,16:36,Oakland,Cameras,447.07,Visa
9569,2012-01-01,16:36,Oklahoma City,Sporting Goods,17.73,Discover
9570,2012-01-01,16:36,Charlotte,Computers,296.79,Cash
9571,2012-01-01,16:36,Cincinnati,Baby,162.05,Visa
9572,2012-01-01,16:36,Newark,Toys,372.3,Visa
9573,2012-01-01,16:36,Rochester,Cameras,20.31,Amex
9574,2012-01-01,16:36,Tucson,Health and Beauty,188.01,MasterCard
9575,2012-01-01,16:36,Cincinnati,Video Games,458.63,Cash
9576,2012-01-01,16:36,Glendale,Music,266.47,Discover
9577,2012-01-01,16:36,Chandler,Consumer Electronics,487.05,Cash
9578,2012-01-01,16:36,Indianapolis,DVDs,288.75,MasterCard
9579,2012-01-01,16:36,Birmingham,Computers,232.26,MasterCard
9580,2012-01-01,16:36,Chicago,CDs,465.38,Amex
9581,2012-01-01,16:36,Henderson,CDs,113.33,Discover
9582,2012-01-01,16:36,Aurora,Baby,472.37,MasterCard
9583,2012-01-01,16:36,Raleigh,Children's Clothing,16.96,Cash
9584,2012-01-01,16:36,Bakersfield,Health and Beauty,106.33,Cash
9585,2012-01-01,16:36,Honolulu,DVDs,221.79,Amex
9586,2012-01-01,16:36,Saint Paul,Women's Clothing,297.64,MasterCard
9587,2012-01-01,16:36,Jacksonville,Crafts,182.56,Cash
9588,2012-01-01,16:36,New Orleans,Music,77.55,MasterCard
9589,2012-01-01,16:36,Hialeah,Toys,46.18,MasterCard
9590,2012-01-01,16:36,New York,Health and Beauty,495.65,Visa
9591,2012-01-01,16:36,Virginia Beach,DVDs,297.37,Cash
9592,2012-01-01,16:36,Wichita,Video Games,463.96,Amex
9593,2012-01-01,16:37,El Paso,Cameras,195.06,MasterCard
9594,2012-01-01,16:37,New Orleans,Garden,289.88,Amex
9595,2012-01-01,16:37,Fort Worth,Computers,211.74,Visa
9596,2012-01-01,16:37,Memphis,DVDs,309.2,MasterCard
9597,2012-01-01,16:37,New Orleans,Consumer Electronics,124.89,Amex
9598,2012-01-01,16:37,Phoenix,Sporting Goods,112.09,Cash
9599,2012-01-01,16:37,Honolulu,Men's Clothing,410.06,Cash
9600,2012-01-01,16:37,Fresno,Women's Clothing,410.91,Visa
9601,2012-01-01,16:37,Baton Rouge,CDs,59.99,Discover
9602,2012-01-01,16:37,Anaheim,Garden,225.47,Amex
9603,2012-01-01,16:37,Milwaukee,Baby,233.18,Discover
9604,2012-01-01,16:37,Washington,Music,148.15,Visa
9605,2012-01-01,16:37,Riverside,Crafts,116.34,Amex
9606,2012-01-01,16:37,Buffalo,Video Games,476.64,MasterCard
9607,2012-01-01,16:37,San Bernardino,Music,144.98,Amex
9608,2012-01-01,16:37,Buffalo,Music,29.93,Visa
9609,2012-01-01,16:37,Durham,CDs,458.93,MasterCard
9610,2012-01-01,16:37,Santa Ana,Pet Supplies,63.92,MasterCard
9611,2012-01-01,16:37,Lubbock,Pet Supplies,413.65,MasterCard
9612,2012-01-01,16:37,Jersey City,Computers,429.52,Cash
9613,2012-01-01,16:37,Cincinnati,Cameras,413.94,Cash
9614,2012-01-01,16:38,Saint Paul,Crafts,393.61,Amex
9615,2012-01-01,16:38,Phoenix,Garden,287.6,MasterCard
9616,2012-01-01,16:38,Toledo,Health and Beauty,375.98,MasterCard
9617,2012-01-01,16:38,Louisville,Video Games,16.11,Cash
9618,2012-01-01,16:38,St. Petersburg,Garden,445.99,MasterCard
9619,2012-01-01,16:38,Seattle,Toys,240.2,Visa
9620,2012-01-01,16:38,Albuquerque,Children's Clothing,299.01,MasterCard
9621,2012-01-01,16:38,Plano,Garden,388.35,MasterCard
9622,2012-01-01,16:38,Minneapolis,Children's Clothing,142.18,Amex
9623,2012-01-01,16:38,Charlotte,Books,259.06,Cash
9624,2012-01-01,16:38,Boise,Computers,408.14,Amex
9625,2012-01-01,16:38,Tampa,Health and Beauty,446.08,Discover
9626,2012-01-01,16:38,Wichita,Cameras,51.79,Cash
9627,2012-01-01,16:38,Seattle,Computers,491.39,MasterCard
9628,2012-01-01,16:38,Buffalo,Women's Clothing,315.48,Amex
9629,2012-01-01,16:38,Virginia Beach,CDs,236.54,MasterCard
9630,2012-01-01,16:38,Jacksonville,Men's Clothing,87.24,Discover
9631,2012-01-01,16:38,New Orleans,Children's Clothing,304.62,MasterCard
9632,2012-01-01,16:38,Orlando,Computers,442.82,Discover
9633,2012-01-01,16:38,Omaha,Books,497.17,MasterCard
9634,2012-01-01,16:38,Scottsdale,Women's Clothing,404.53,Amex
9635,2012-01-01,16:39,Las Vegas,Sporting Goods,499.39,MasterCard
9636,2012-01-01,16:39,Charlotte,Books,463.28,Amex
9637,2012-01-01,16:39,Garland,Video Games,21.94,Amex
9638,2012-01-01,16:39,Rochester,Men's Clothing,180.6,Visa
9639,2012-01-01,16:39,Aurora,CDs,357.58,MasterCard
9640,2012-01-01,16:39,Irvine,Women's Clothing,193.83,Discover
9641,2012-01-01,16:39,Houston,Men's Clothing,444.15,Visa
9642,2012-01-01,16:39,Santa Ana,Baby,267.67,Discover
9643,2012-01-01,16:39,Durham,CDs,156.35,Discover
9644,2012-01-01,16:39,Wichita,Computers,244.76,Amex
9645,2012-01-01,16:39,Los Angeles,Video Games,11.82,Discover
9646,2012-01-01,16:39,Chandler,Music,339.74,Cash
9647,2012-01-01,16:39,Nashville,Health and Beauty,23.46,Cash
9648,2012-01-01,16:39,Richmond,CDs,203.43,Cash
9649,2012-01-01,16:39,Raleigh,Books,94.32,MasterCard
9650,2012-01-01,16:39,Fort Worth,Cameras,473.51,Discover
9651,2012-01-01,16:39,Baton Rouge,Health and Beauty,372.16,MasterCard
9652,2012-01-01,16:39,Atlanta,Health and Beauty,199.96,Discover
9653,2012-01-01,16:40,New Orleans,Pet Supplies,36.23,Cash
9654,2012-01-01,16:40,Portland,Men's Clothing,56.05,Visa
9655,2012-01-01,16:40,Corpus Christi,Computers,448.61,Amex
9656,2012-01-01,16:40,Memphis,Video Games,276.74,MasterCard
9657,2012-01-01,16:40,Minneapolis,Crafts,434.43,Discover
9658,2012-01-01,16:40,Mesa,Women's Clothing,341.34,Cash
9659,2012-01-01,16:40,Los Angeles,Cameras,431.24,Discover
9660,2012-01-01,16:40,Boston,Cameras,365.84,Cash
9661,2012-01-01,16:40,Birmingham,DVDs,264.13,Discover
9662,2012-01-01,16:40,Phoenix,Baby,363.36,Cash
9663,2012-01-01,16:40,Anchorage,Sporting Goods,328.3,Visa
9664,2012-01-01,16:40,Oakland,Men's Clothing,157.55,Amex
9665,2012-01-01,16:40,Baltimore,Consumer Electronics,284.48,Amex
9666,2012-01-01,16:40,Fort Worth,Garden,76.7,MasterCard
9667,2012-01-01,16:40,Irvine,Cameras,331.5,Visa
9668,2012-01-01,16:40,Minneapolis,Baby,228.1,Cash
9669,2012-01-01,16:40,Baltimore,Music,396.92,Visa
9670,2012-01-01,16:40,Oklahoma City,Toys,171.44,Visa
9671,2012-01-01,16:41,Bakersfield,Sporting Goods,376.92,MasterCard
9672,2012-01-01,16:41,Santa Ana,Music,340.29,Discover
9673,2012-01-01,16:41,Chula Vista,Garden,411.01,MasterCard
9674,2012-01-01,16:41,Arlington,Consumer Electronics,343.46,MasterCard
9675,2012-01-01,16:41,Miami,Crafts,142.07,Visa
9676,2012-01-01,16:41,Jersey City,Video Games,347.73,Cash
9677,2012-01-01,16:41,Fort Worth,Crafts,204.56,Discover
9678,2012-01-01,16:41,Toledo,CDs,417.38,MasterCard
9679,2012-01-01,16:41,Henderson,Children's Clothing,232.85,Discover
9680,2012-01-01,16:41,Denver,Women's Clothing,16.03,Discover
9681,2012-01-01,16:41,Irvine,Children's Clothing,395.09,MasterCard
9682,2012-01-01,16:41,Dallas,Books,116.17,Discover
9683,2012-01-01,16:41,Corpus Christi,Baby,285.25,Cash
9684,2012-01-01,16:41,Indianapolis,CDs,175.77,Visa
9685,2012-01-01,16:41,El Paso,Children's Clothing,36.1,Amex
9686,2012-01-01,16:41,St. Petersburg,Children's Clothing,7.09,Cash
9687,2012-01-01,16:41,Fresno,Toys,348.97,Cash
9688,2012-01-01,16:41,Laredo,Books,37.19,Discover
9689,2012-01-01,16:41,Atlanta,Music,290.54,Visa
9690,2012-01-01,16:41,Scottsdale,CDs,478.02,Discover
9691,2012-01-01,16:41,Baltimore,Music,72.45,Cash
9692,2012-01-01,16:41,Lincoln,Books,18.15,Amex
9693,2012-01-01,16:41,Lexington,Women's Clothing,472.93,Visa
9694,2012-01-01,16:42,Detroit,CDs,240.53,MasterCard
9695,2012-01-01,16:42,Gilbert,Baby,191.83,Visa
9696,2012-01-01,16:42,Nashville,Pet Supplies,442.71,MasterCard
9697,2012-01-01,16:42,Santa Ana,CDs,434.89,Cash
9698,2012-01-01,16:42,Virginia Beach,Video Games,226.04,Cash
9699,2012-01-01,16:42,Las Vegas,Toys,265.55,Discover
9700,2012-01-01,16:42,Orlando,DVDs,3.99,Amex
9701,2012-01-01,16:42,Chesapeake,Music,132.98,Discover
9702,2012-01-01,16:42,Plano,Toys,472.32,Cash
9703,2012-01-01,16:42,Anaheim,Consumer Electronics,228.25,Amex
9704,2012-01-01,16:42,Philadelphia,DVDs,288.05,Cash
9705,2012-01-01,16:42,Charlotte,Books,187.39,Discover
9706,2012-01-01,16:42,Richmond,Music,231.84,MasterCard
9707,2012-01-01,16:42,Newark,Toys,413.81,Visa
9708,2012-01-01,16:42,Columbus,Computers,268.75,MasterCard
9709,2012-01-01,16:42,Phoenix,Garden,294.73,Amex
9710,2012-01-01,16:42,Arlington,Women's Clothing,88.88,Amex
9711,2012-01-01,16:42,Toledo,Consumer Electronics,286.71,Visa
9712,2012-01-01,16:42,Cleveland,Toys,330.25,MasterCard
9713,2012-01-01,16:42,Milwaukee,Cameras,446.26,Visa
